"id","gloss","stem","actual_phonology","model_phonology","type","language","num_morphemes","num_tokens","utterance_order","corpus_name","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_name","target_child_age","target_child_sex","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","clean_utterances","bin","dont_pos","condensed_pos","do"
14676249,"that one doesn't make noise","that one do make noise","",NA,"declarative","eng",7,5,640,"TD","det:dem pro:indef mod v n","MOT",NA,"Mother",NA,22.0004517546562,"male",1491.666,1494.818,"s","Clinical-MOR",17,270,19433,19432,33341,"that one doesn't make noise","22-23","det:dem pro:indef doesn't v n","det n mod v n","doesn't"
14676281,"that doesn't work","that do work","",NA,"declarative","eng",5,3,560,"TD","pro:dem mod v","MOT",NA,"Mother",NA,22.0004517546562,"male",1563.045,1564.046,"s","Clinical-MOR",17,270,19433,19432,33344,"that doesn't work","22-23","pro:dem doesn't v","n mod v","doesn't"
14676388,"oh it doesn't lift up","oh it do lift up","",NA,"declarative","eng",7,5,115,"TD","co pro:per mod v adv","MOT",NA,"Mother",NA,22.0004517546562,"male",198.703,200.36,"s","Clinical-MOR",17,270,19433,19432,33349,"oh it doesn't lift up","22-23","co pro:per doesn't v adv","co n mod v adv","doesn't"
14677656,"he doesn't have a face","he do have a face","",NA,"declarative","eng",7,5,162,"TD","pro:sub mod v det:art n","MOT",NA,"Mother",NA,22.0004517546562,"male",394.023,398.39,"s","Clinical-MOR",17,270,19433,19432,33348,"he doesn't have a face","22-23","pro:sub doesn't v det:art n","n mod v det n","doesn't"
14677946,"it doesn't come out sweetie","it do come out sweetie","",NA,"declarative","eng",7,5,248,"TD","pro:per mod v adv co","MOT",NA,"Mother",NA,22.0004517546562,"male",503.926,505.158,"s","Clinical-MOR",17,270,19433,19432,33349,"it doesn't come out sweetie","22-23","pro:per doesn't v adv co","n mod v adv co","doesn't"
14678964,"oh this doesn't fit","oh this do fit","",NA,"declarative","eng",7,4,13,"TD","co pro:dem mod v","MOT",NA,"Mother",NA,27.0005544261689,"male",23.548,25.613,"s","Clinical-MOR",17,270,19433,19432,33362,"oh this doesn't fit","27-28","co pro:dem doesn't v","co n mod v","doesn't"
14679022,"no that doesn't fit either","no that do fit either","",NA,"declarative","eng",7,5,18,"TD","co adv mod n adv","MOT",NA,"Mother",NA,27.0005544261689,"male",31.516,33.535,"s","Clinical-MOR",17,270,19433,19432,33362,"no that doesn't fit either","27-28","co adv doesn't n adv","no:co adv mod n adv","doesn't"
14680401,"she doesn't have shoes that's her feet","she do have shoe that her foot","",NA,"declarative","eng",12,7,364,"TD","pro:sub mod v n pro:rel det:poss n","MOT",NA,"Mother",NA,22.0004517546562,"male",854.521,857.833,"s","Clinical-MOR",17,270,19433,19432,33348,"she doesn't have shoes that's her feet","22-23","pro:sub doesn't v n pro:rel det:poss n","n mod v n n det n","doesn't"
14680890,"that one has two meatballs on it but this one doesn't have any","that one have two meatball on it but this one do have any","",NA,"declarative","eng",17,13,435,"TD","det:dem pro:indef v det:num n prep pro:per conj det:dem pro:indef mod v qn","MOT",NA,"Mother",NA,22.0004517546562,"male",1235.473,1239.24,"s","Clinical-MOR",17,270,19433,19432,33353,"that one has two meatballs on it but this one doesn't have any","22-23","det:dem pro:indef v det:num n prep pro:per conj det:dem pro:indef doesn't v qn","det n v det n prep n conj det n mod v qn","doesn't"
14680959,"no that doesn't come out it stays right there","no that do come out it stay right there","",NA,"declarative","eng",12,9,179,"TD","qn pro:dem mod v adv pro:per v adv adv","MOT",NA,"Mother",NA,18.0003696174459,"male",508,513.823,"s","Clinical-MOR",17,270,19433,19432,33326,"no that doesn't come out it stays right there","18-19","qn pro:dem doesn't v adv pro:per v adv adv","no:qn n mod v adv n v adv adv","doesn't"
14681202,"it doesn't fit","it do fit","",NA,"declarative","eng",6,3,160,"TD","pro:per mod v","MOT",NA,"Mother",NA,27.0005544261689,"male",530.918,532.543,"s","Clinical-MOR",17,270,19433,19432,33362,"it doesn't fit","27-28","pro:per doesn't v","n mod v","doesn't"
14683034,"he doesn't have any hair","he do have any hair","",NA,"declarative","eng",7,5,290,"TD","pro:sub mod v qn n","MOT",NA,"Mother",NA,18.0003696174459,"male",866.271,869.08,"s","Clinical-MOR",17,270,19433,19432,33326,"he doesn't have any hair","18-19","pro:sub doesn't v qn n","n mod v qn n","doesn't"
14683335,"oh it doesn't open","oh it do open","",NA,"declarative","eng",6,4,606,"TD","co pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"male",1550.265,1551.303,"s","Clinical-MOR",17,270,19433,19432,33352,"oh it doesn't open","22-23","co pro:per doesn't v","co n mod v","doesn't"
14683719,"it doesn't work","it do work","",NA,"question","eng",5,3,617,"TD","pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"male",1461.011,1463.523,"s","Clinical-MOR",17,270,19433,19432,33351,"it doesn't work","22-23","pro:per doesn't v","n mod v","doesn't"
14683916,"honey I don't think it doesn't open","honey I do think it do open","",NA,"declarative","eng",10,7,537,"TD","n pro:sub mod v pro:per mod adj","MOT",NA,"Mother",NA,22.0004517546562,"male",1304.993,1306.728,"s","Clinical-MOR",17,270,19433,19432,33354,"honey I don't think it doesn't open","22-23","n pro:sub don't v pro:per doesn't adj","n n mod v n mod adj","doesn't"
14683935,"this doesn't","this do","",NA,"declarative","eng",4,2,538,"TD","pro:dem mod","MOT",NA,"Mother",NA,22.0004517546562,"male",1306.728,1307.776,"s","Clinical-MOR",17,270,19433,19432,33354,"this doesn't","22-23","pro:dem doesn't","n mod","doesn't"
14683961,"it doesn't open","it do open","",NA,"declarative","eng",5,3,540,"TD","pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"male",1308.778,1310.985,"s","Clinical-MOR",17,270,19433,19432,33354,"it doesn't open","22-23","pro:per doesn't v","n mod v","doesn't"
14684133,"then he'll wanna look in a mirror to make sure he doesn't have a milk mustache","then he want look in a mirror to make sure he do have a milk mustache","",NA,"declarative","eng",20,16,614,"TD","adv:tem pro:sub v cop prep det:art n inf v adj pro:sub mod v det:art n n","MOT",NA,"Mother",NA,22.0004517546562,"male",1480.563,1486.06,"s","Clinical-MOR",17,270,19433,19432,33349,"then he'll wanna look in a mirror to make sure he doesn't have a milk mustache","22-23","adv:tem pro:sub v cop prep det:art n inf v adj pro:sub doesn't v det:art n n","adv n v cop prep det n inf v adj n mod v det n n","doesn't"
14684233,"it doesn't work","it do work","",NA,"question","eng",5,3,645,"TD","pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"male",1523.253,1524.42,"s","Clinical-MOR",17,270,19433,19432,33351,"it doesn't work","22-23","pro:per doesn't v","n mod v","doesn't"
14684587,"it doesn't stick anymore","it do stick anymore","",NA,"declarative","eng",6,4,419,"TD","pro:per mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1013.2,1017.32,"s","Clinical-MOR",17,270,19433,19432,33355,"it doesn't stick anymore","27-28","pro:per doesn't v adv","n mod v adv","doesn't"
14684847,"oh it doesn't push very well does it","oh it do push very well do it","",NA,"question","eng",11,8,584,"TD","co pro:per mod v adv adv mod pro:per","MOT",NA,"Mother",NA,22.0004517546562,"male",1401.906,1405.218,"s","Clinical-MOR",17,270,19433,19432,33354,"oh it doesn't push very well does it","22-23","co pro:per doesn't v adv adv does pro:per","co n mod v adv adv mod n","doesn't"
14684925,"it doesn't stay shut sweety","it do stay shut sweety","",NA,"declarative","eng",8,5,432,"TD","pro:per mod cop part co","MOT",NA,"Mother",NA,27.0005544261689,"male",921.438,923.895,"s","Clinical-MOR",17,270,19433,19432,33357,"it doesn't stay shut sweety","27-28","pro:per doesn't cop part co","n mod cop part co","doesn't"
14685060,"just opens like that doesn't go any further","just open like that do go any further","",NA,"declarative","eng",11,8,596,"TD","adv v prep pro:dem mod v qn adv","MOT",NA,"Mother",NA,22.0004517546562,"male",1425.323,1428.108,"s","Clinical-MOR",17,270,19433,19432,33354,"just opens like that doesn't go any further","22-23","adv v prep pro:dem doesn't v qn adv","adv v prep n mod v qn adv","doesn't"
14685315,"it doesn't open","it do open","",NA,"declarative","eng",5,3,619,"TD","pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"male",1824.586,1825.298,"s","Clinical-MOR",17,270,19433,19432,33347,"it doesn't open","22-23","pro:per doesn't v","n mod v","doesn't"
14685465,"yeah that one doesn't open","yeah that one do open","",NA,"declarative","eng",7,5,462,"TD","co det:dem pro:indef mod v","MOT",NA,"Mother",NA,27.0005544261689,"male",990.378,992.796,"s","Clinical-MOR",17,270,19433,19432,33357,"yeah that one doesn't open","27-28","co det:dem pro:indef doesn't v","co det n mod v","doesn't"
14685589,"well he doesn't","well he do","",NA,"trail off","eng",5,3,256,"TD","co pro:sub mod","MOT",NA,"Mother",NA,27.0005544261689,"male",597.82,599.491,"s","Clinical-MOR",17,270,19433,19432,33366,"well he doesn't","27-28","co pro:sub doesn't","co n mod","doesn't"
14685593,"he doesn't come out sweety","he do come out sweety","",NA,"declarative","eng",7,5,469,"TD","pro:sub mod v adv co","MOT",NA,"Mother",NA,27.0005544261689,"male",1010.3,1013.348,"s","Clinical-MOR",17,270,19433,19432,33357,"he doesn't come out sweety","27-28","pro:sub doesn't v adv co","n mod v adv co","doesn't"
14685712,"daddy eats that doesn't he","daddy eat that do he","",NA,"question","eng",8,5,434,"TD","n v adv mod pro:sub","MOT",NA,"Mother",NA,18.0003696174459,"male",1266.028,1267.236,"s","Clinical-MOR",17,270,19433,19432,33326,"daddy eats that doesn't he","18-19","n v adv doesn't pro:sub","n v adv mod n","doesn't"
14686295,"it doesn't go very easily","it do go very ease","",NA,"declarative","eng",10,5,88,"TD","pro:per mod v adv adv","MOT",NA,"Mother",NA,22.0004517546562,"male",357.836,386.83,"s","Clinical-MOR",17,270,19433,19432,33350,"it doesn't go very easily","22-23","pro:per doesn't v adv adv","n mod v adv adv","doesn't"
14686709,"it doesn't open honey","it do open honey","",NA,"declarative","eng",6,4,690,"TD","pro:per mod v n","MOT",NA,"Mother",NA,22.0004517546562,"male",1689.293,1690.746,"s","Clinical-MOR",17,270,19433,19432,33354,"it doesn't open honey","22-23","pro:per doesn't v n","n mod v n","doesn't"
14686911,"no see that doesn't work like your sippy cup","no see that do work like your sip cup","",NA,"declarative","eng",13,9,515,"TD","co co adv mod n prep det:poss adj n","MOT",NA,"Mother",NA,18.0003696174459,"male",1453.335,1457.506,"s","Clinical-MOR",17,270,19433,19432,33326,"no see that doesn't work like your sippy cup","18-19","co co adv doesn't n prep det:poss adj n","no:co co adv mod n prep det adj n","doesn't"
14688309,"it goes like that doesn't it","it go like that do it","",NA,"question","eng",9,6,482,"TD","pro:per v prep pro:dem mod pro:per","MOT",NA,"Mother",NA,27.0005544261689,"male",1213.925,1216.39,"s","Clinical-MOR",17,270,19433,19432,33360,"it goes like that doesn't it","27-28","pro:per v prep pro:dem doesn't pro:per","n v prep n mod n","doesn't"
14688347,"well that doesn't even have a face","well that do even have a face","",NA,"declarative","eng",9,7,453,"TD","adv adv mod adj v det:art n","MOT",NA,"Mother",NA,27.0005544261689,"male",991.76,994.071,"s","Clinical-MOR",17,270,19433,19432,33359,"well that doesn't even have a face","27-28","adv adv doesn't adj v det:art n","adv adv mod adj v det n","doesn't"
14689005,"it doesn't work","it do work","",NA,"declarative","eng",5,3,716,"TD","pro:per mod v","MOT",NA,"Mother",NA,27.0005544261689,"male",1647.076,1649.66,"s","Clinical-MOR",17,270,19433,19432,33355,"it doesn't work","27-28","pro:per doesn't v","n mod v","doesn't"
14689378,"I guess he doesn't come out","I guess he do come out","",NA,"declarative","eng",8,6,554,"TD","pro:sub v pro:sub mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1400.486,1401.695,"s","Clinical-MOR",17,270,19433,19432,33364,"I guess he doesn't come out","27-28","pro:sub v pro:sub doesn't v adv","n v n mod v adv","doesn't"
14689390,"he doesn't come out","he do come out","",NA,"declarative","eng",6,4,555,"TD","pro:sub mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1401.695,1405.486,"s","Clinical-MOR",17,270,19433,19432,33364,"he doesn't come out","27-28","pro:sub doesn't v adv","n mod v adv","doesn't"
14690087,"it doesn't fit there though","it do fit there though","",NA,"declarative","eng",8,5,630,"TD","pro:per mod v adv adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1562.823,1564.355,"s","Clinical-MOR",17,270,19433,19432,33364,"it doesn't fit there though","27-28","pro:per doesn't v adv adv","n mod v adv adv","doesn't"
14690190,"it doesn't fit there","it do fit there","",NA,"declarative","eng",7,4,641,"TD","pro:per mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1580.193,1582.61,"s","Clinical-MOR",17,270,19433,19432,33364,"it doesn't fit there","27-28","pro:per doesn't v adv","n mod v adv","doesn't"
14690246,"that one doesn't squeak","that one do squeak","",NA,"declarative","eng",6,4,286,"TD","det:dem pro:indef mod n","MOT",NA,"Mother",NA,27.0005544261689,"male",587.408,588.856,"s","Clinical-MOR",17,270,19433,19432,33367,"that one doesn't squeak","27-28","det:dem pro:indef doesn't n","det n mod n","doesn't"
14693142,"it doesn't feel good","it do feel good","",NA,"question","eng",6,4,37,"TD","pro:per mod v adj","MOT",NA,"Mother",NA,27.0005544261689,"male",124.14,125.508,"s","Clinical-MOR",17,270,19433,19432,33368,"it doesn't feel good","27-28","pro:per doesn't v adj","n mod v adj","doesn't"
14693354,"it doesn't open","it do open","",NA,"declarative","eng",5,3,992,"TD","pro:per mod v","MOT",NA,"Mother",NA,27.0005544261689,"male",1491.023,1491.811,"s","Clinical-MOR",17,270,19433,19432,33358,"it doesn't open","27-28","pro:per doesn't v","n mod v","doesn't"
14693574,"it doesn't open it's locked","it do open it lock","",NA,"declarative","eng",9,5,1006,"TD","pro:per mod v pro:per part","MOT",NA,"Mother",NA,27.0005544261689,"male",1510.305,1511.305,"s","Clinical-MOR",17,270,19433,19432,33358,"it doesn't open it's locked","27-28","pro:per doesn't v pro:per part","n mod v n part","doesn't"
14693612,"she doesn't know how to feed herself","she do know how to feed herself","",NA,"declarative","eng",9,7,41,"TD","pro:sub mod v pro:int inf v pro:refl","MOT",NA,"Mother",NA,27.0005544261689,"male",121.596,122.795,"s","Clinical-MOR",17,270,19433,19432,33369,"she doesn't know how to feed herself","27-28","pro:sub doesn't v pro:int inf v pro:refl","n mod v n inf v n","doesn't"
14694017,"oh that one doesn't come out","oh that one do come out","",NA,"declarative","eng",8,6,569,"TD","co det:dem pro:indef mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1106.126,1108.086,"s","Clinical-MOR",17,270,19433,19432,33367,"oh that one doesn't come out","27-28","co det:dem pro:indef doesn't v adv","co det n mod v adv","doesn't"
14694694,"no that one doesn't shut does it","no that one do shut do it","",NA,"question","eng",11,7,615,"TD","qn det:dem pro:indef mod v mod pro:per","MOT",NA,"Mother",NA,27.0005544261689,"male",1184.965,1186.878,"s","Clinical-MOR",17,270,19433,19432,33367,"no that one doesn't shut does it","27-28","qn det:dem pro:indef doesn't v does pro:per","no:qn det n mod v mod n","doesn't"
14695055,"it doesn't say anything","it do say anything","",NA,"declarative","eng",6,4,370,"TD","pro:per mod v pro:indef","MOT",NA,"Mother",NA,27.0005544261689,"male",978.291,979.308,"s","Clinical-MOR",17,270,19433,19432,33370,"it doesn't say anything","27-28","pro:per doesn't v pro:indef","n mod v n","doesn't"
14695232,"it should close but it doesn't","it should close but it do","",NA,"declarative","eng",8,6,647,"TD","pro:per mod v conj pro:per mod","MOT",NA,"Mother",NA,27.0005544261689,"male",1247.235,1248.57,"s","Clinical-MOR",17,270,19433,19432,33367,"it should close but it doesn't","27-28","pro:per mod v conj pro:per doesn't","n mod v conj n mod","doesn't"
14696931,"he doesn't come out it looks like","he do come out it look like","",NA,"declarative","eng",10,7,467,"TD","pro:sub mod v adv pro:per v prep","MOT",NA,"Mother",NA,27.0005544261689,"male",1299.218,1300.706,"s","Clinical-MOR",17,270,19433,19432,33370,"he doesn't come out it looks like","27-28","pro:sub doesn't v adv pro:per v prep","n mod v adv n v prep","doesn't"
14700127,"he doesn't come out","he do come out","",NA,"declarative","eng",6,4,410,"TD","pro:sub mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"male",1150.803,1151.761,"s","Clinical-MOR",17,270,19433,19432,33369,"he doesn't come out","27-28","pro:sub doesn't v adv","n mod v adv","doesn't"
14710413,"it doesn't come off honey","it do come off honey","",NA,"declarative","eng",7,5,48,"HL","pro:per mod v prep n","MOT",NA,"Mother",NA,18.0003696174459,"female",251.325,252.709,"s","Clinical-MOR",17,271,19445,19444,33412,"it doesn't come off honey","18-19","pro:per doesn't v prep n","n mod v prep n","doesn't"
14710420,"it doesn't come off","it do come off","",NA,"declarative","eng",6,4,49,"HL","pro:per mod v adv","MOT",NA,"Mother",NA,18.0003696174459,"female",252.709,254.893,"s","Clinical-MOR",17,271,19445,19444,33412,"it doesn't come off","18-19","pro:per doesn't v adv","n mod v adv","doesn't"
14715480,"it doesn't open","it do open","",NA,"declarative","eng",5,3,69,"HL","pro:per mod v","MOT",NA,"Mother",NA,18.0003696174459,"female",234.658,235.721,"s","Clinical-MOR",17,271,19445,19444,33424,"it doesn't open","18-19","pro:per doesn't v","n mod v","doesn't"
14716096,"that doesn't come out","that do come out","",NA,"declarative","eng",6,4,293,"HL","pro:dem mod v adv","MOT",NA,"Mother",NA,18.0003696174459,"female",1464.176,1472.515,"s","Clinical-MOR",17,271,19445,19444,33414,"that doesn't come out","18-19","pro:dem doesn't v adv","n mod v adv","doesn't"
14716560,"it doesn't even phase you does it","it do even phase you do it","",NA,"question","eng",10,7,136,"HL","pro:per mod adj n pro:per mod pro:per","MOT",NA,"Mother",NA,18.0003696174459,"female",517.648,521.406,"s","Clinical-MOR",17,271,19445,19444,33424,"it doesn't even phase you does it","18-19","pro:per doesn't adj n pro:per does pro:per","n mod adj n n mod n","doesn't"
14718276,"oh nope it doesn't come off","oh nope it do come off","",NA,"declarative","eng",8,6,90,"HL","co co pro:per mod v adv","MOT",NA,"Mother",NA,18.0003696174459,"female",213.137,215.034,"s","Clinical-MOR",17,271,19445,19444,33427,"oh nope it doesn't come off","18-19","co co pro:per doesn't v adv","co co n mod v adv","doesn't"
14719341,"first that one doesn't wanna go down does it","first that one do want go down do it","",NA,"question","eng",13,9,161,"HL","adj adv det:num mod v v adv mod pro:per","MOT",NA,"Mother",NA,18.0003696174459,"female",403.686,409.077,"s","Clinical-MOR",17,271,19445,19444,33427,"first that one doesn't wanna go down does it","18-19","adj adv det:num doesn't v v adv does pro:per","adj adv det mod v v adv mod n","doesn't"
14719377,"he doesn't wanna pop back down","he do want pop back down","",NA,"declarative","eng",9,6,163,"HL","pro:sub mod v v adv adv","MOT",NA,"Mother",NA,18.0003696174459,"female",412.769,414.338,"s","Clinical-MOR",17,271,19445,19444,33427,"he doesn't wanna pop back down","18-19","pro:sub doesn't v v adv adv","n mod v v adv adv","doesn't"
14720079,"let's put him back in his little seat so he doesn't roll around","let put him back in his little seat so he do roll around","",NA,"declarative","eng",17,13,359,"HL","v v pro:obj adv prep det:poss adj n co pro:sub mod v adv","MOT",NA,"Mother",NA,18.0003696174459,"female",977.868,980.71,"s","Clinical-MOR",17,271,19445,19444,33425,"let's put him back in his little seat so he doesn't roll around","18-19","v v pro:obj adv prep det:poss adj n co pro:sub doesn't v adv","v v n adv prep det adj n co n mod v adv","doesn't"
14721005,"I guess he doesn't wanna stay in there","I guess he do want stay in there","",NA,"declarative","eng",11,8,408,"HL","pro:sub v pro:sub mod v v prep n","MOT",NA,"Mother",NA,18.0003696174459,"female",1139.498,1144.026,"s","Clinical-MOR",17,271,19445,19444,33425,"I guess he doesn't wanna stay in there","18-19","pro:sub v pro:sub doesn't v v prep n","n v n mod v v prep n","doesn't"
14723262,"that doesn't work does it","that do work do it","",NA,"question","eng",8,5,556,"HL","pro:dem mod n mod pro:per","MOT",NA,"Mother",NA,18.0003696174459,"female",1651.36,1652.503,"s","Clinical-MOR",17,271,19445,19444,33425,"that doesn't work does it","18-19","pro:dem doesn't n does pro:per","n mod n mod n","doesn't"
14724876,"she doesn't eat spaghetti","she do eat spaghetti","",NA,"declarative","eng",6,4,101,"HL","pro:sub mod v n","MOT",NA,"Mother",NA,22.0004517546562,"female",511.296,512.466,"s","Clinical-MOR",17,271,19445,19444,33439,"she doesn't eat spaghetti","22-23","pro:sub doesn't v n","n mod v n","doesn't"
14724915,"she doesn't need ketchup","she do need ketchup","",NA,"declarative","eng",6,4,104,"HL","pro:sub mod v n","MOT",NA,"Mother",NA,22.0004517546562,"female",518.463,519.838,"s","Clinical-MOR",17,271,19445,19444,33439,"she doesn't need ketchup","22-23","pro:sub doesn't v n","n mod v n","doesn't"
14725366,"no he doesn't do that","no he do do that","",NA,"declarative","eng",7,5,134,"HL","co pro:sub mod v pro:dem","MOT",NA,"Mother",NA,22.0004517546562,"female",455.583,456.353,"s","Clinical-MOR",17,271,19445,19444,33441,"no he doesn't do that","22-23","co pro:sub doesn't do pro:dem","no:co n mod v n","doesn't"
14726506,"that doesn't come out that's part of the microwave","that do come out that part of the microwave","",NA,"declarative","eng",12,9,642,"HL","pro:dem mod v adv pro:rel n prep det:art n","MOT",NA,"Mother",NA,18.0003696174459,"female",1766.927,1769.884,"s","Clinical-MOR",17,271,19445,19444,33427,"that doesn't come out that's part of the microwave","18-19","pro:dem doesn't v adv pro:rel n prep det:art n","n mod v adv n n prep det n","doesn't"
14726704,"yeah it doesn't work that way","yeah it do work that way","",NA,"declarative","eng",8,6,234,"HL","co pro:per mod v det:dem n","MOT",NA,"Mother",NA,22.0004517546562,"female",900.03,901.926,"s","Clinical-MOR",17,271,19445,19444,33439,"yeah it doesn't work that way","22-23","co pro:per doesn't v det:dem n","co n mod v det n","doesn't"
14726799,"it doesn't work","it do work","",NA,"declarative","eng",5,3,241,"HL","pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"female",913.958,915.286,"s","Clinical-MOR",17,271,19445,19444,33439,"it doesn't work","22-23","pro:per doesn't v","n mod v","doesn't"
14728480,"no it doesn't go in the microwave","no it do go in the microwave","",NA,"declarative","eng",9,7,173,"HL","co pro:per mod v prep det:art n","MOT",NA,"Mother",NA,22.0004517546562,"female",734.98,740.376,"s","Clinical-MOR",17,271,19445,19444,33445,"no it doesn't go in the microwave","22-23","co pro:per doesn't v prep det:art n","no:co n mod v prep det n","doesn't"
14730220,"it doesn't work","it do work","",NA,"declarative","eng",5,3,27,"HL","pro:per mod v","MOT",NA,"Mother",NA,22.0004517546562,"female",100.91,107.919,"s","Clinical-MOR",17,271,19445,19444,33450,"it doesn't work","22-23","pro:per doesn't v","n mod v","doesn't"
14730257,"oh it doesn't fit in there","oh it do fit in there","",NA,"declarative","eng",9,6,86,"HL","co pro:per mod v prep n","MOT",NA,"Mother",NA,22.0004517546562,"female",319.925,321.325,"s","Clinical-MOR",17,271,19445,19444,33453,"oh it doesn't fit in there","22-23","co pro:per doesn't v prep n","co n mod v prep n","doesn't"
14731273,"it doesn't come off Firstname","it do come off Firstname","",NA,"declarative","eng",7,5,391,"HL","pro:per mod v prep n:prop","MOT",NA,"Mother",NA,22.0004517546562,"female",944.41,946.631,"s","Clinical-MOR",17,271,19445,19444,33446,"it doesn't come off Firstname","22-23","pro:per doesn't v prep n:prop","n mod v prep n","doesn't"
14732529,"oh he doesn't wanna close","oh he do want close","",NA,"declarative","eng",8,5,380,"HL","co pro:sub mod v v","MOT",NA,"Mother",NA,22.0004517546562,"female",1261.115,1266.356,"s","Clinical-MOR",17,271,19445,19444,33449,"oh he doesn't wanna close","22-23","co pro:sub doesn't v v","co n mod v v","doesn't"
14733167,"that one doesn't go as fast but it turns the little finger holder things","that one do go as fast but it turn the little finger hold thing","",NA,"declarative","eng",20,14,527,"HL","det:dem pro:indef mod v adv adj conj pro:per v det:art adj n n n","MOT",NA,"Mother",NA,22.0004517546562,"female",1435.91,1439.471,"s","Clinical-MOR",17,271,19445,19444,33446,"that one doesn't go as fast but it turns the little finger holder things","22-23","det:dem pro:indef doesn't v adv adj conj pro:per v det:art adj n n n","det n mod v adv adj conj n v det adj n n n","doesn't"
14733262,"oh this one doesn't make sound","oh this one do make sound","",NA,"declarative","eng",8,6,507,"HL","co det:dem pro:indef mod v n","MOT",NA,"Mother",NA,18.0003696174459,"female",1560.854,1567.068,"s","Clinical-MOR",17,271,19445,19444,33428,"oh this one doesn't make sound","18-19","co det:dem pro:indef doesn't v n","co det n mod v n","doesn't"
14733762,"it doesn't wanna stay closed does it","it do want stay close do it","",NA,"question","eng",12,7,61,"HL","pro:per mod v v part mod pro:per","MOT",NA,"Mother",NA,27.3948130351753,"female",175.588,180.276,"s","Clinical-MOR",17,271,19445,19444,33458,"it doesn't wanna stay closed does it","27-28","pro:per doesn't v v part does pro:per","n mod v v part mod n","doesn't"
14734185,"nope he doesn't fit in that one","nope he do fit in that one","",NA,"declarative","eng",10,7,160,"HL","co pro:sub mod v adv det:dem pro:indef","MOT",NA,"Mother",NA,22.0004517546562,"female",291.621,294.848,"s","Clinical-MOR",17,271,19445,19444,33444,"nope he doesn't fit in that one","22-23","co pro:sub doesn't v adv det:dem pro:indef","co n mod v adv det n","doesn't"
14735002,"should we strap her in so she doesn't fall out","should we strap her in so she do fall out","",NA,"question","eng",12,10,410,"HL","mod pro:sub v pro:obj prep co pro:sub mod v adv","MOT",NA,"Mother",NA,22.0004517546562,"female",1143.289,1146.349,"s","Clinical-MOR",17,271,19445,19444,33437,"should we strap her in so she doesn't fall out","22-23","mod pro:sub v pro:obj prep co pro:sub doesn't v adv","mod n v n prep co n mod v adv","doesn't"
14735506,"that doesn't come off","that do come off","",NA,"declarative","eng",6,4,392,"HL","pro:dem mod v adv","MOT",NA,"Mother",NA,27.0005544261689,"female",1020.271,1022.216,"s","Clinical-MOR",17,271,19445,19444,33455,"that doesn't come off","27-28","pro:dem doesn't v adv","n mod v adv","doesn't"
14737784,"oh it doesn't bounce","oh it do bounce","",NA,"declarative","eng",6,4,327,"HL","co pro:per mod v","MOT",NA,"Mother",NA,27.3948130351753,"female",874.075,876.282,"s","Clinical-MOR",17,271,19445,19444,33458,"oh it doesn't bounce","27-28","co pro:per doesn't v","co n mod v","doesn't"
14738117,"no it doesn't make a sound","no it do make a sound","",NA,"declarative","eng",8,6,283,"HL","co pro:per mod v det:art n","MOT",NA,"Mother",NA,27.0005544261689,"female",1238.358,1239.263,"s","Clinical-MOR",17,271,19445,19444,33459,"no it doesn't make a sound","27-28","co pro:per doesn't v det:art n","no:co n mod v det n","doesn't"
14738573,"no it doesn't does it","no it do do it","",NA,"question","eng",8,5,387,"HL","co pro:per mod mod pro:per","MOT",NA,"Mother",NA,27.3948130351753,"female",1059.851,1063.985,"s","Clinical-MOR",17,271,19445,19444,33458,"no it doesn't does it","27-28","co pro:per doesn't does pro:per","no:co n mod mod n","doesn't"
14738977,"yeah I see it doesn't wanna come out","yeah I see it do want come out","",NA,"declarative","eng",11,8,218,"HL","co pro:sub v pro:per mod v v adv","MOT",NA,"Mother",NA,27.0005544261689,"female",1048.48,1051.726,"s","Clinical-MOR",17,271,19445,19444,33464,"yeah I see it doesn't wanna come out","27-28","co pro:sub v pro:per doesn't v v adv","co n v n mod v v adv","doesn't"
14739526,"that one doesn't go in there","that one do go in there","",NA,"declarative","eng",8,6,259,"HL","det:dem pro:indef mod v prep n","MOT",NA,"Mother",NA,27.0005544261689,"female",1177.708,1220.308,"s","Clinical-MOR",17,271,19445,19444,33464,"that one doesn't go in there","27-28","det:dem pro:indef doesn't v prep n","det n mod v prep n","doesn't"
