Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where that shape is	28
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where it is do we	28
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where it 's gone	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the pink car is	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know who that is	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so Fraser	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where it is	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know Lara	39
theory of mind	epistemic	know	n't	NONE	NONE	she	she	Mother	she wo n't know what I mean if I call her Sophie	39
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think there 's anything you can do about it sweetheart	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Mother	now I do n't know where that goes	39
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know where will I put this down the ground oh	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so stupid	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know how it got broke	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	yep I do n't think so	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know em	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	yep but I do n't think so	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know which way I put this	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what to do with it	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	so I just I do n't know	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what to do with her	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	an I do n't think so	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	cause I do n't know how it breaked	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think this is a lovely beroom	42
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	but I do n't think so if I ca n't see any flowers	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	42
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	but I do n't know where is it	42
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's very comfy	34
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember Amy	34
theory of mind	epistemic	remember	n't	do	do	you	you	Mother	you do n't remember	34
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what they are	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	you	you	Mother	well you 're lying on the floor with some trucks but I do n't know what you are	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	56
theory of mind	epistemic	know	n't	did	do	I	I	Mother	hm I did n't know that	56
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	56
theory of mind	epistemic	think	n't	do	do	I	I	Mother	and I do n't think many lorry drivers wear high heels	56
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well lady drivers I still do n't think would wear any high heels when they were driving trucks Thomas	56
theory of mind	epistemic	think	n't	do	do	I	I	Mother	hm I do n't think that 's a Ford Fiesta	56
theory of mind	epistemic	think	n't	do	do	it	it	Mother	even so I do n't think it was when you were a baby	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what they 're	56
theory of mind	epistemic	think	n't	could	could	I	I	Mother	and I could n't think what it was	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	but I just do n't know	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	56
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know darling	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know why it 's come out	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what but they 're just beeping	56
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	56
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think that 's it	56
theory of mind	epistemic	know	n't	NONE	NONE	they	they	Mother	if anybody 's listening to us they wo n't know what we 're talking about	56
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember the tune	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	56
theory of mind	epistemic	remember	not	NONE	NONE	you	you	Mother	do you not remember	56
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think you 're right	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	56
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 're getting very fat it 's just this is a	56
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I 'd want my skirt blown up	56
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know it went	56
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember	56
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	67
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	Wednesday I do n't know what those are	67
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what days these are	67
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what 's that is	67
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I bet you do n't know what 's in there	60
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	60
theory of mind	epistemic	know	n't	do	do	we	we	Father	we do n't know but even if Carl does n't go we 'll go	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they need ta go there though	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think those ears might be upsidedown do you	31
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Target_Child	ca n't remember them Mum	31
theory of mind	epistemic	remember	n't	ca	can	I	I	Target_Child	I ca n't remember them Mum	31
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember it either darling	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I know that one Becky	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether we 're going to put sticky tape on all these	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	31
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Mother	do n't think we 're going to fit all these animals in are we	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 's going to fit there Becky	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'll stand on there	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'll be able to balance	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	31
theory of mind	epistemic	know	n't	do	do	you	you	Mother	these are things you do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know that there is another rabbit	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	46
theory of mind	epistemic	remember	no	NONE	NONE	NONE	NONE	Mother	no member Mommy gave you the apples	46
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what mack is	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where your mack went	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	70
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know	70
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	70
theory of mind	epistemic	think	n't	do	do	you	you	Father	you do n't think your father would really do that would you	70
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what	42
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know the name of it	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	no I do n't know how to put a glove on	38
theory of mind	epistemic	know	n't	do	do	I	I	Father	maybe yeah that 's for I do n't know what all all the different equestrian things sort of or is associated with horses but	45
theory of mind	epistemic	know	n't	do	do	I	I	Father	oh boy I do n't know if there 's enough yellow to make a whole house that 's just yellow	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	45
theory of mind	epistemic	know	not	did	do	he	he	Mother	he did not know what his mother looked like	51
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think the big horsie 'll fit in the barn will he	27
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	the I do n't know when I go to a zoo I can find out what those are	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what it looks like	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know but this phone do n't work	72
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know but can you hold on one second	72
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I I do n't know	60
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	60
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how to knit	60
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're saying	37
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where Neville 's gone	27
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the other bit is	30
theory of mind	epistemic	know	n't	did	do	you	you	Mother	you did n't know then that you were n't spos ta chew crayons	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know where Paf is	30
theory of mind	epistemic	know	n't	NONE	NONE	you	you	Mother	you wo n't know a lot of these people Thomas	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 're bothered about the pictures but you like the sound the book makes	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they 're wet	29
theory of mind	epistemic	think	n't	ca	can	NONE	NONE	Mother	ca n't think what you did	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I really still do n't know what you 're talking about	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what as happened	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I do n't know what as happened now	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what as happened but I 'm not going to let	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what happened Thomas	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that one lives here though	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what made you think you could wipe them on me	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 's going to be your friend for long	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Caroline needs to go to the doctor's	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	and I ca n't fix it because I do n't know where the other bit is	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it is	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it is	29
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	29
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	29
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know what darling	29
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	29
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	29
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know where 's other one	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'll fit on back	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	29
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know other bits	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's there sweetheart	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she wants the car to sleep with Dominic	29
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she does	29
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	29
theory of mind	epistemic	know	n't	NONE	NONE	you	you	Mother	do n't tread on the lid of the box otherwise you wo n't know what 's in it will we	28
theory of mind	epistemic	know	n't	do	do	we	we	Mother	we do n't know that it 's a red one	28
theory of mind	epistemic	know	n't	do	do	there	there	Mother	there are blue houses but I do n't know what we do with the blue houses	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're saying	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	there	there	Mother	and there should be a cockerel as well but I do n't know where the cockerel as gone to	28
theory of mind	epistemic	think	n't	did	do	I	I	Mother	I did n't think you would	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we 'll give you a smack Thomas	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think they 'll all fit in will they	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know what that is Thomas	28
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember there being a mixer but there might have been	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where she is do you	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Purdie 's here	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he 'll have any	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 've pinched any though have you	28
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think babies ca n't do it	46
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 're strong enough what do you mean	22
theory of mind	epistemic	think	n't	did	do	I	I	Mother	yeah I did n't think you were that tired	22
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	and purple and all of those color I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Mother	show me I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	q r s t u v w z I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	now I know my a I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know what to do with Joy	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	39
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think this lid comes off	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she 's gon na be able to get it off either honey	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	46
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I said I do n't know	46
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know what that	14
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if she said he fell down and went boom	17
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you know any of those things Oh	17
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know if you should eat it honey	17
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you 're saying Fraser	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that will fit in there darling	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think so	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think so	24
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you do n't think he 's had a bath	24
theory of mind	epistemic	think	n't	do	do	think	think	Mother	oh I do n't think you 'll see Jwww	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you mean	24
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	I did n't know what day the string came off did n't you	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where he is	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what 's happened to the car	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	23
theory of mind	epistemic	think	n't	do	do	you	you	Mother	you have n't even had pie yet I do n't think	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know maybe tunafish	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	hm I do n't know what that word is	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	one two three four five six I do n't know	51
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	51
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know you went shopping last night	51
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think it is	51
theory of mind	epistemic	know	n't	do	do	you	you	Mother	huh you do n't know	54
theory of mind	epistemic	remember	not	NONE	NONE	you	you	Mother	do you not remember	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 've got any toes	32
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	32
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think horses do that do they	32
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	62
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	35
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know if I can carry any more than that	36
theory of mind	epistemic	know	n't	do	do	I	I	Father	I can go I do n't know if I can keep up with you	36
theory of mind	epistemic	know	n't	did	do	I	I	Father	but I did n't know cats could swim	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we can go upstairs for a bath	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	you threw it down and I picked up but I do n't know what you 've done this time	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I 'm going to put it on my head	26
theory of mind	epistemic	know	n't	did	do	you	you	Mother	oh look at all the things you 've found on the table that you did n't know you had	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Bob_The_Builder has one of these on the building site but it 's the same type of toy	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	ooh I do n't know how you 're going to manage it all	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you need all those things	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	well I really do n't know what happened to it	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what we 're going to do with you	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	Thomas I do n't know what you want	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know who that was Thomas	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	so I do n't know who it was	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	so I do n't know why Daddy wanted us if he did n't want us	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether you 'd like them	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think really you should be playing with toys when you 're eating lunch should you	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you can see when you 're sitting in your new chair because it 's a bit lower down than the highchair	26
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we 'll vacuum Purdie with Noo_Noos	26
theory of mind	epistemic	know	n't	do	do	he	he	Mother	but I do n't know what Daddy 's going to say because I think he put them in the fridge to hide them so we did n't find them	26
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how	42
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you did	42
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how Jill	42
theory of mind	epistemic	know	n't	do	do	I	I	Mother	now I do n't know whether they 've shrinked a wee bit	43
theory of mind	epistemic	think	n't	do	do	I	I	Mother	and I do n't think I 've ever cleaned it	43
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know the color they were til I started cleaning them	43
theory of mind	epistemic	know	n't	would	will	you	you	Mother	you would n't know he was in the house	43
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	43
theory of mind	epistemic	remember	n't	ca	can	I	I	Mother	I ca n't remember	43
theory of mind	epistemic	know	n't	would	will	you	you	Mother	Peter sure you would n't know he was in the house	43
theory of mind	epistemic	know	n't	do	do	I	I	Mother	plus I do n't know if it would be the sort of holiday Peter would	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think that says growl	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the f can get in there	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I really do n't know why the farmer 's running	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	38
theory of mind	epistemic	know	n't	did	do	they	they	Mother	they did n't know what to	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 's a lobster	38
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	38
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I made you some jello but I do n't think it 's ready	44
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Target_Child	do n't think	44
theory of mind	epistemic	think	n't	do	do	NONE	NONE	Target_Child	do n't think	44
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's ready yet	44
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know huh	44
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he will Sarah	44
theory of mind	epistemic	think	n't	did	do	I	I	Mother	I did n't think you were going to grab him	44
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you 'll haf ta go to Dr Marx	44
theory of mind	epistemic	know	n't	did	do	I	I	Mother	I did n't know you were going to grab him	44
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	44
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know	44
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	14
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know it might not be a marble	66
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	66
theory of mind	epistemic	think	n't	do	do	I	I	Mother	no I do n't think so either	66
theory of mind	epistemic	know	no	NONE	NONE	I	I	Target_Child	I no know	30
theory of mind	epistemic	know	no	NONE	NONE	NONE	NONE	Target_Child	no know	30
theory of mind	epistemic	know	no	NONE	NONE	NONE	NONE	Target_Child	no know	30
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
